Cod_ID,NOME_UDH,CODMUN6,NOME_MUN,ANO,IDHM,CleanEnergy,Mobility,AirQuality,Economy,Employment,Housing,Education,Healthcare
1350390100012,Arujá : Hospital e Maternidade Ama,350390,Arujá (SP),2000,0.596,9.61460446247465,,9.603978633265793,1.12944206512922,4.629850035705785,9.60015088645794,2.6998491704374072,1.2878787878787898
1350390100013,São Bento : Parque dos Arantes / Rodovia Mogi Dutra,350390,Arujá (SP),2000,0.584,9.43204868154158,,9.779885798489595,0.8431975626635667,4.458462270887885,9.784043757072801,2.4886877828054303,1.1363636363636362
1350390100014,Arujá : Escola Estadual Amadeu Rodrigues Norte,350390,Arujá (SP),2000,0.841,10.0,,9.79277951740652,5.007703800669584,8.198048083789576,9.787815918521312,7.435897435897436,6.704545454545454
1350390100015,Arujá : Corpo de Bombeiros,350390,Arujá (SP),2000,0.69,9.675456389452341,,9.373733652606372,2.690208712642196,5.424898833611045,9.563372312334968,4.162895927601812,4.166666666666671
1350390100016,Arujá : Estádio Municipal Armando Maiolino,350390,Arujá (SP),2000,0.817,10.0,,9.965002762939768,4.464934684624819,6.634134729826232,9.964164466239156,7.043740573152339,6.28787878787879
1350390100017,Arujá : Faculdade de Arujá,350390,Arujá (SP),2000,0.596,9.61460446247465,,9.603978633265793,1.12944206512922,4.629850035705785,9.643530743115805,2.6998491704374072,1.2878787878787898
1350570800001,Mutinga : Biblioteca Municipal Odair de Souza,350570,Barueri (SP),2000,0.688,10.0,,9.54595689813962,3.7075140699057307,5.603427755296359,9.492644285175405,3.2126696832579187,4.886363636363632
1350570800002,Mutinga,350570,Barueri (SP),2000,0.625,9.898580121703858,,9.650027629397679,1.4592316055128849,4.948821709116877,9.608638249717089,3.3634992458521875,1.780303030303031
1350570800003,Aldeia,350570,Barueri (SP),2000,0.726,10.0,,9.781727758334869,3.116940135104377,6.612711259223997,9.82742361373067,4.992458521870288,4.77272727272727
1350570800004,Votupoca : Biblioteca Municipal Jair Honório Domigos / Biblioteca Municipal Oswaldo Eleutério,350570,Barueri (SP),2000,0.664,9.63488843813386,,9.870141830908087,1.6113381432557548,6.0557010235658195,9.909468125235762,4.5701357466063355,2.2727272727272725
1350570800005,Votupoca : Escola Municipal de Educação Especial Vereador Isaias Pereira Souto / Escola Municipal de Educação Infantil Padre Renaldo Cruz / Escola Municipal de Ensino Fundamental Onofra da Silva,350570,Barueri (SP),2000,0.726,10.0,,9.781727758334869,3.116940135104377,6.612711259223997,9.791588079969825,4.992458521870288,4.77272727272727
1350570800006,Barueri : Centro Cultural de Barueri,350570,Barueri (SP),2000,0.683,10.0,,9.11678025419046,2.49662859791787,5.800999761961437,9.26065635609204,4.087481146304678,4.053030303030304
1350570800007,Aldeia : Escola Maternal Municipal Vitória Regiani Assenza de Moura / Escola Maternal Municipal Joaquim Soares,350570,Barueri (SP),2000,0.653,9.63488843813386,,9.254006262663472,2.020836667418874,5.651035467745775,9.325726141078837,3.680241327300152,2.8030303030303045
1350570800008,Cruz Preta : Biblioteca Municipal Salomão Cruz,350570,Barueri (SP),2000,0.643,9.63488843813386,,9.724627003131332,1.6462146030092564,4.451321114020472,9.698227084119202,3.680241327300152,2.4621212121212115
1350570800009,Cruz Preta : Escola Municipal de Educação Infantil e Ensino Fundamental João Tibúrcio da Silva Filho,350570,Barueri (SP),2000,0.616,9.63488843813386,,9.42622950819672,1.3189205066579954,5.539157343489647,9.458694832138814,3.182503770739066,1.6287878787878773
1350570800010,Engenho Novo : Instituto Técnico de Barueri / Escola Municipal de Educação Infantil Takechi Takau Camargo / Escola Municipal de Educação Infantil Engenho Novo II / Escola Municipal de Ensino Fundamental Padre Luiz de Oliveira Andrade,350570,Barueri (SP),2000,0.653,9.63488843813386,,9.254006262663472,2.020836667418874,5.651035467745775,9.306865333836287,3.680241327300152,2.8030303030303045
1350570800011,Jardim Belval,350570,Barueri (SP),2000,0.566,7.586206896551733,,8.509854485172223,0.6583267986918631,4.541775767674363,9.492644285175405,2.2021116138763204,0.3409090909090876
1350570800012,Engenho Novo,350570,Barueri (SP),2000,0.776,9.898580121703858,,9.527537299686866,3.978530490762711,6.1913830040466555,9.226706903055451,5.897435897435899,5.946969696969697
1350570800013,Barueri : Escola Municipal de Educação Infantil Leonardo Augusto Marcelo Dos Santos / Escola Municipal de Ensino Fundamental João de Almeida Lemos / Comando de Policiamento Metropolitano,350570,Barueri (SP),2000,0.776,9.898580121703858,,9.527537299686866,3.978530490762711,6.1913830040466555,9.528479818936251,5.897435897435899,5.946969696969697
1350570800014,Jardim Silveira : Escola Municipal de Educação Infantil Thomaz Victoria Rodrigues,350570,Barueri (SP),2000,0.566,7.586206896551733,,8.509854485172223,0.6583267986918631,4.541775767674363,9.493587325537533,2.2021116138763204,0.3409090909090876
1350570800015,Jardim Belval : Estação Jardim Belval,350570,Barueri (SP),2000,0.683,10.0,,9.634370970712839,2.2820468039487234,5.836705546298502,9.667106752168992,4.464555052790347,3.333333333333337
1350570800016,Jardim Silveira : Nucleo Cultural Maria Barbosa Ferreira,350570,Barueri (SP),2000,0.683,10.0,,9.634370970712839,2.2820468039487234,5.836705546298502,9.683138438325159,4.464555052790347,3.333333333333337
1350570800017,Tamboré / Alphaville Barueri,350570,Barueri (SP),2000,0.902,10.0,,9.582796095045131,7.3567019661042155,8.307545822423233,9.601093926820068,8.205128205128204,7.310606060606057
1350570800018,Vila Militar,350570,Barueri (SP),2000,0.726,10.0,,9.781727758334869,3.116940135104377,6.612711259223997,9.82742361373067,4.992458521870288,4.77272727272727
